,Make_Model,Body_Type,Price,Vat,Mileage,Type,Fuel,Gears,Age,Previous_Owners,Horsepower,Inspection_New,Gearing_Type,Displacement,Weight,Drive_Chain,Cons_Comb
1874,Audi A1,Sedans,46100.47,VAT deductible,1647.31,Used,Benzine,7,0,1,85,0,Automatic,999,1180.0,front,4.62
1875,Audi A1,Sedans,28820.0,VAT deductible,1647.31,Used,Benzine,7,0,1,85,0,Automatic,999,1680.0,front,4.9
1876,Audi A1,Sedans,48681.05,VAT deductible,1182.9959999999999,Used,Benzine,7,0,1,85,0,Automatic,999,1180.0,front,4.5
1877,Audi A1,Sedans,25678.0,VAT deductible,1647.36,Demonstration,Benzine,7,0,1,85,0,Automatic,999,1180.0,front,4.9
1878,Audi A1,Sedans,29745.440000000002,VAT deductible,1647.36,New,Benzine,7,0,1,85,0,Automatic,999,1135.0,front,4.76
1879,Audi A1,Compact,22250.0,VAT deductible,100.0,New,Benzine,6,0,1,85,0,Automatic,999,1200.0,front,4.9399999999999995
1880,Audi A1,Compact,37145.51,VAT deductible,1009.96,Used,Benzine,6,0,0,85,0,Automatic,1498,1180.0,front,4.9
1881,Audi A1,Sedans,20736.96,VAT deductible,50.0,Used,Benzine,5,0,1,70,0,Automatic,999,1180.0,front,4.6
1882,Audi A1,Sedans,21740.0,VAT deductible,17999.51,Used,Benzine,6,0,1,85,1,Automatic,999,1173.0,front,4.8
1883,Audi A1,Sedans,29497.559999999998,VAT deductible,5000.0,Demonstration,Benzine,7,0,1,85,0,Automatic,999,1135.0,front,4.8
1884,Audi A1,Sedans,22300.0,VAT deductible,5000.0,Used,Benzine,6,0,1,85,0,Automatic,999,1173.0,front,5.279999999999999
1885,Audi A1,Sedans,35671.08,VAT deductible,100.0,Used,Benzine,6,0,0,85,0,Automatic,999,1180.0,front,4.9799999999999995
1886,Audi A1,Sedans,35655.08,VAT deductible,4000.0,Used,Benzine,5,1,1,85,1,Automatic,999,1680.0,front,4.42
1887,Audi A1,Sedans,35653.48,VAT deductible,1647.31,Pre-registered,Benzine,5,0,1,70,0,Automatic,999,1180.0,front,4.6
1888,Audi A1,Sedans,22400.0,VAT deductible,1647.36,Used,Benzine,5,1,0,70,1,Automatic,999,1680.0,front,4.62
1889,Audi A1,Sedans,37838.08,VAT deductible,1647.36,Used,Benzine,5,0,0,70,1,Automatic,999,1680.0,front,4.7
1890,Audi A1,Sedans,22028.0,VAT deductible,1647.36,Used,Benzine,6,0,1,85,1,Automatic,999,1180.0,front,5.04
1891,Audi A1,Sedans,22400.0,VAT deductible,1647.31,Employee's car,Benzine,5,0,0,70,0,Automatic,999,1180.0,front,4.7
1892,Audi A1,Sedans,28641.994,VAT deductible,1647.36,Used,Benzine,5,0,0,70,1,Automatic,999,1135.0,front,4.7
1893,Audi A1,Sedans,35975.0,VAT deductible,3999.88,Pre-registered,Benzine,5,0,0,85,0,Automatic,999,1180.0,front,4.9
1894,Audi A1,Sedans,22900.0,VAT deductible,10.0,Pre-registered,Benzine,6,0,1,85,0,Automatic,999,1230.0,front,4.92
1895,Audi A1,Compact,22700.0,VAT deductible,9.99,Used,Benzine,6,0,1,85,1,Automatic,999,1180.0,front,4.8
1896,Audi A1,Sedans,22700.0,VAT deductible,1.0,Pre-registered,Benzine,5,0,1,70,0,Automatic,999,1255.0,front,4.6
1897,Audi A1,Sedans,22900.0,VAT deductible,16.99,Pre-registered,Benzine,6,0,1,85,0,Automatic,999,1255.0,front,4.819999999999999
1898,Audi A1,Sedans,22980.0,VAT deductible,1647.36,Used,Benzine,6,0,1,70,0,Automatic,999,1255.0,front,4.7
1899,Audi A1,Sedans,22980.0,VAT deductible,6000.0,New,Benzine,5,0,1,70,0,Automatic,999,1200.0,front,4.7
1900,Audi A1,Sedans,36742.81,VAT deductible,1149.97,Employee's car,Benzine,6,0,1,85,0,Automatic,999,1135.0,front,4.9
1901,Audi A1,Sedans,22970.0,VAT deductible,1150.0,Pre-registered,Benzine,6,0,1,85,0,Manual,999,1255.0,front,4.9399999999999995
1902,Audi A1,Sedans,22990.0,VAT deductible,4889.058,Pre-registered,Benzine,5,0,1,70,0,Automatic,999,1135.0,front,4.7
1903,Audi A1,Sedans,22990.0,VAT deductible,50.0,Demonstration,Benzine,5,0,1,70,0,Automatic,999,1180.0,front,4.6
1904,Audi A1,Sedans,36774.8,VAT deductible,1647.31,New,Benzine,5,0,0,70,0,Automatic,999,1135.0,front,4.6
1905,Audi A1,Sedans,36758.81,VAT deductible,2999.91,Used,Benzine,6,0,1,85,1,Automatic,999,1173.0,front,4.9
1906,Audi A1,Compact,22959.0,VAT deductible,8208.782000000001,New,Benzine,5,0,1,85,0,Automatic,999,1180.0,front,4.8
1907,Audi A1,Compact,36661.23,VAT deductible,1647.36,Used,Benzine,5,0,1,70,0,Automatic,999,1180.0,front,4.3
1908,Audi A1,Compact,22989.0,VAT deductible,5999.84,New,Benzine,6,0,1,85,1,Automatic,999,1180.0,front,4.9
1909,Audi A1,Sedans,22989.0,VAT deductible,5999.84,Used,Benzine,6,0,1,85,0,Automatic,999,1135.0,front,5.140000000000001
1910,Audi A1,Sedans,38767.14,VAT deductible,999.97,Demonstration,Benzine,5,0,0,70,0,Automatic,999,1135.0,front,5.039999999999999
1911,Audi A1,Compact,38714.77,VAT deductible,1647.31,Pre-registered,Benzine,5,0,0,70,1,Automatic,1498,1240.0,front,4.0
1912,Audi A1,Sedans,38682.68,VAT deductible,3900.0,Demonstration,Benzine,7,1,1,85,0,Automatic,999,1180.0,front,4.9
1913,Audi A1,Sedans,36630.84,VAT deductible,2639.092,Used,Benzine,6,0,1,85,0,Manual,999,1105.0,front,4.9
1914,Audi A1,Sedans,28570.832000000002,VAT deductible,10.0,Used,Benzine,6,0,1,85,0,Automatic,1000,1135.0,front,4.8
1915,Audi A1,Sedans,22900.0,VAT deductible,10.0,Used,Benzine,6,0,1,85,0,Automatic,999,1200.0,front,5.260000000000001
1916,Audi A1,Compact,22900.0,VAT deductible,10.0,New,Benzine,6,0,1,85,1,Manual,999,1180.0,front,4.9
1917,Audi A1,Sedans,27882.832000000002,VAT deductible,12.0,Used,Benzine,6,0,1,85,0,Manual,999,1144.0,front,4.9
1918,Audi A1,Compact,36630.84,VAT deductible,11.01,Demonstration,Benzine,6,0,1,85,0,Manual,999,1180.0,front,4.58
1919,Audi A1,Compact,23476.574,VAT deductible,9699.73,New,Benzine,6,0,1,90,1,Manual,999,1180.0,front,4.9
1920,Audi A1,Compact,36598.85,VAT deductible,12699.65,Used,Benzine,6,0,1,85,1,Manual,999,1180.0,front,4.82
1921,Audi A1,Compact,38682.68,VAT deductible,2899.93,New,Benzine,6,1,1,85,0,Manual,999,1165.0,front,4.26
1922,Audi A1,Sedans,22890.0,VAT deductible,999.97,New,Benzine,5,0,1,85,0,Manual,999,1655.0,front,4.9
1923,Audi A1,Sedans,36470.88,VAT deductible,20.0,Used,Benzine,6,1,1,85,0,Manual,999,1136.0,front,4.8
1924,Audi A1,Compact,36470.88,VAT deductible,19.0,Used,Benzine,6,0,1,85,0,Manual,999,1165.0,front,4.9
1925,Audi A1,Sedans,22790.0,VAT deductible,1647.31,Used,Benzine,5,0,1,70,0,Manual,999,1180.0,front,4.46
1926,Audi A1,Sedans,38378.62,VAT deductible,0.0,Used,Benzine,6,0,0,85,1,Manual,999,1144.0,front,4.9399999999999995
1927,Audi A1,Sedans,22730.0,VAT deductible,1647.31,New,Benzine,6,0,1,85,0,Manual,999,1180.0,front,4.8
1928,Audi A1,Compact,32014.478000000003,VAT deductible,1647.36,Demonstration,Benzine,5,0,1,70,0,Manual,999,1180.0,front,4.659999999999999
1929,Audi A1,Sedans,36446.89,VAT deductible,1647.36,Used,Benzine,6,0,0,85,1,Manual,999,1140.0,front,4.8
1930,Audi A1,Sedans,38429.3,VAT deductible,10.0,New,Benzine,5,0,1,70,0,Manual,999,1180.0,front,4.7
1931,Audi A1,Sedans,27370.128000000004,VAT deductible,0.0,Used,Benzine,7,0,1,85,1,Manual,999,1135.0,front,4.6
1932,Audi A1,Sedans,22720.0,VAT deductible,1647.36,Used,Benzine,6,0,1,85,1,Manual,999,1180.0,front,4.9
1933,Audi A1,Sedans,38327.95,VAT deductible,1647.31,Employee's car,Benzine,5,0,0,70,1,Manual,999,1180.0,front,4.659999999999999
1934,Audi A1,Sedans,36230.94,VAT deductible,2999.91,New,Benzine,5,0,1,70,1,Manual,999,1135.0,front,4.3
1935,Audi A1,Sedans,20883.8,VAT deductible,9.99,Pre-registered,Benzine,6,0,1,85,0,Manual,999,1165.0,front,4.8
1936,Audi A1,Compact,38091.46,VAT deductible,1647.36,Used,Benzine,6,0,0,85,0,Manual,999,1180.0,front,4.8
1937,Audi A1,Sedans,36134.96,VAT deductible,11.01,Pre-registered,Benzine,5,0,1,70,0,Manual,999,1180.0,front,4.6
1938,Audi A1,Sedans,27488.023999999998,VAT deductible,1000.0,Employee's car,Benzine,5,0,1,85,0,Manual,999,1180.0,front,4.8
1939,Audi A1,Sedans,37990.11,VAT deductible,1647.36,Used,Benzine,5,0,0,70,1,Manual,999,1180.0,front,5.38
1940,Audi A1,Compact,22490.0,VAT deductible,9.99,New,Benzine,6,0,1,85,0,Manual,999,1180.0,front,5.140000000000001
1941,Audi A1,Compact,22500.0,VAT deductible,4449.4,Used,Benzine,5,0,1,70,0,Manual,999,1180.0,front,4.8
1942,Audi A1,Sedans,22500.0,VAT deductible,3000.0,Used,Benzine,6,0,1,85,0,Manual,999,1144.0,front,4.8
1943,Audi A1,Sedans,25218.253999999997,VAT deductible,1647.36,Used,Benzine,6,0,1,70,0,Manual,999,1180.0,front,4.6
1944,Audi A1,Sedans,32809.044,VAT deductible,9.0,Used,Benzine,5,0,1,70,0,Manual,999,1165.0,front,4.96
1945,Audi A1,Compact,22500.0,VAT deductible,9.0,New,Benzine,5,0,1,70,0,Manual,999,1165.0,front,4.38
1946,Audi A1,Compact,19091.510000000002,VAT deductible,5500.0,New,Benzine,5,0,1,70,1,Manual,999,1165.0,front,4.7
1947,Audi A1,Compact,22490.0,VAT deductible,499.99,Pre-registered,Benzine,5,0,0,70,0,Manual,999,1133.0,front,4.7
1948,Audi A1,Compact,37990.11,VAT deductible,9.99,New,Benzine,5,0,1,85,1,Manual,999,1180.0,front,4.9
1949,Audi A1,Sedans,35975.0,VAT deductible,1647.36,Used,Benzine,5,0,0,70,1,Manual,999,1180.0,front,5.38
1950,Audi A1,Sedans,21931.0,VAT deductible,9.99,Used,Benzine,5,0,1,70,0,Manual,999,1655.0,front,4.2
1951,Audi A1,Sedans,35975.0,VAT deductible,9078.312,Pre-registered,Benzine,5,0,1,70,0,Manual,999,1165.0,front,4.2
1952,Audi A1,Sedans,35543.11,VAT deductible,50.0,Demonstration,Benzine,5,0,1,70,0,Manual,999,1110.0,front,4.9799999999999995
1953,Audi A1,Sedans,22499.0,VAT deductible,1647.36,Demonstration,Benzine,6,0,1,70,0,Manual,999,1180.0,front,5.040000000000001
1954,Audi A1,Compact,35981.4,VAT deductible,9.99,Pre-registered,Benzine,5,0,1,85,1,Manual,999,1180.0,front,4.8
1955,Audi A1,Compact,38005.31,VAT deductible,1.0,Used,Benzine,6,0,1,71,0,Manual,999,1180.0,front,4.2
1956,Audi A1,Sedans,22499.0,VAT deductible,1.0,Demonstration,Benzine,5,0,0,71,0,Manual,999,1180.0,front,4.2
1957,Audi A1,Compact,22490.0,VAT deductible,5999.84,Pre-registered,Benzine,6,0,0,85,0,Manual,999,1133.0,front,4.9
1958,Audi A1,Compact,35975.0,VAT deductible,1647.31,New,Benzine,5,0,1,70,1,Manual,999,1180.0,front,4.6
1959,Audi A1,Sedans,37990.11,VAT deductible,200.0,New,Benzine,5,0,1,70,0,Manual,999,1180.0,front,4.6
1960,Audi A1,Compact,35975.0,VAT deductible,180.0,New,Benzine,6,0,1,80,0,Manual,999,1180.0,front,4.6
1961,Audi A1,Sedans,35975.0,VAT deductible,1647.31,New,Benzine,5,0,1,70,1,Manual,999,1180.0,front,4.6
1962,Audi A1,Sedans,22400.0,VAT deductible,1647.36,Used,Benzine,6,0,1,85,1,Manual,999,1135.0,front,4.8
1963,Audi A1,Compact,18663.510000000002,VAT deductible,5000.0,Employee's car,Benzine,5,0,1,60,0,Manual,999,1180.0,front,4.2
1964,Audi A1,Sedans,22380.0,VAT deductible,4135.88,Demonstration,Benzine,5,0,1,85,0,Manual,999,1135.0,front,4.8
1965,Audi A1,Sedans,35767.06,VAT deductible,1647.31,New,Benzine,6,0,1,85,1,Manual,999,1140.0,front,4.8
1966,Audi A1,Sedans,22350.0,VAT deductible,1647.31,Used,Benzine,5,0,0,70,1,Manual,999,1180.0,front,4.6
1967,Audi A1,Sedans,25665.808,VAT deductible,9000.0,Pre-registered,Benzine,6,0,1,85,1,Manual,999,1180.0,front,4.54
1968,Audi A1,Sedans,37988.42,VAT deductible,8999.75,Used,Benzine,6,0,1,85,1,Manual,999,1180.0,front,4.9
1969,Audi A1,Sedans,25748.808,VAT deductible,1089.96,Used,Benzine,5,0,1,85,0,Manual,999,1133.0,front,4.8
1970,Audi A1,Sedans,37922.54,VAT deductible,3990.0,Used,Benzine,6,0,1,85,0,Manual,999,1133.0,front,4.2
1971,Audi A1,Sedans,22400.0,VAT deductible,1647.36,Pre-registered,Benzine,5,0,0,70,1,Manual,999,1165.0,front,4.7
1972,Audi A1,Compact,37838.08,VAT deductible,1647.31,Used,Benzine,5,0,0,70,1,Manual,999,1180.0,front,4.7
1973,Audi A1,Compact,35831.04,VAT deductible,1647.36,New,Benzine,5,0,0,70,1,Manual,999,1180.0,front,4.7
1974,Audi A1,Sedans,22200.0,VAT deductible,9.99,Used,Benzine,6,0,1,85,0,Manual,998,1180.0,front,4.7
1975,Audi A1,Sedans,35511.12,VAT deductible,9.99,Used,Benzine,6,1,1,85,0,Manual,999,1180.0,front,4.8
1976,Audi A1,Compact,35431.14,VAT deductible,1647.36,Used,Benzine,6,0,0,85,0,Manual,999,1180.0,front,4.8
1977,Audi A1,Sedans,28672.494,VAT deductible,5700.0,Pre-registered,Benzine,6,0,1,85,1,Manual,999,1165.0,front,4.9
1978,Audi A1,Sedans,25960.836000000003,VAT deductible,333.87199999999996,Pre-registered,Benzine,7,0,1,85,0,Manual,999,1180.0,front,4.68
1979,Audi A1,Sedans,35175.2,VAT deductible,1647.36,Pre-registered,Benzine,5,0,1,70,0,Manual,999,1165.0,front,4.6
1980,Audi A1,Sedans,37145.51,VAT deductible,1647.31,Pre-registered,Benzine,5,0,1,70,0,Manual,999,1180.0,front,4.62
1981,Audi A1,Compact,25416.182,VAT deductible,1647.31,Pre-registered,Benzine,5,0,1,70,0,Manual,999,1180.0,front,4.6
1982,Audi A1,Sedans,21990.0,VAT deductible,11.0,Used,Benzine,7,0,1,85,0,Manual,999,1180.0,front,4.58
1983,Audi A1,Compact,37145.51,VAT deductible,1647.31,Used,Benzine,5,0,1,61,1,Manual,999,1180.0,front,5.140000000000001
1984,Audi A1,Compact,21900.0,VAT deductible,50.0,Used,Benzine,5,0,1,70,0,Manual,999,1133.0,front,4.6
1985,Audi A1,Compact,25231.807999999997,VAT deductible,4079.0399999999995,New,Benzine,5,0,1,70,0,Manual,999,1180.0,front,4.6
1986,Audi A1,Sedans,34720.87,VAT deductible,1647.31,Used,Benzine,5,0,0,70,0,Manual,999,1165.0,front,4.6
1987,Audi A1,Sedans,21880.0,VAT deductible,10.0,Pre-registered,Benzine,6,0,1,85,0,Manual,999,1110.0,front,4.9
1988,Audi A1,Compact,21877.0,VAT deductible,10.0,Pre-registered,Benzine,5,0,1,104,0,Manual,999,1180.0,front,4.779999999999999
1989,Audi A1,Compact,35975.0,VAT deductible,1647.31,Pre-registered,Benzine,5,0,1,70,1,Manual,999,1180.0,front,4.6
1990,Audi A1,Compact,37162.4,VAT deductible,9.99,Pre-registered,Benzine,6,0,1,85,0,Manual,999,1180.0,front,4.8
1991,Audi A1,Compact,35189.6,VAT deductible,261.0,New,Benzine,5,0,1,85,0,Manual,999,1180.0,front,4.04
1992,Audi A1,Sedans,35189.6,VAT deductible,9.99,Used,Benzine,7,0,1,85,0,Manual,999,1144.0,front,4.82
1993,Audi A1,Compact,35159.21,VAT deductible,249.99,New,Benzine,5,0,0,70,0,Manual,999,1165.0,front,5.1
1994,Audi A1,Compact,35159.21,VAT deductible,249.99,New,Benzine,5,0,0,70,0,Manual,999,1165.0,front,4.38
1995,Audi A1,Compact,35031.24,VAT deductible,3317.0,Used,Benzine,5,0,1,70,0,Manual,999,1180.0,front,4.3
1996,Audi A1,Sedans,37027.26,VAT deductible,1699.0,Used,Benzine,6,0,1,98,0,Manual,999,1180.0,front,5.220000000000001
1997,Audi A1,Compact,35031.24,VAT deductible,12.0,Demonstration,Benzine,5,0,1,75,0,Manual,999,1180.0,front,4.6
1998,Audi A1,Compact,14987.312,VAT deductible,21538.8,New,Benzine,5,1,1,85,0,Manual,999,1180.0,front,4.640000000000001
1999,Audi A1,Sedans,21850.0,VAT deductible,5999.84,Employee's car,Benzine,6,0,1,85,0,Manual,999,1135.0,front,4.9
2000,Audi A1,Sedans,20279.922,VAT deductible,342.66999999999996,Pre-registered,Benzine,5,0,0,70,1,Manual,999,1135.0,front,4.720000000000001
2001,Audi A1,Compact,34951.26,VAT deductible,1647.31,New,Benzine,6,0,1,85,0,Manual,999,1165.0,front,4.38
2002,Audi A1,Compact,21800.0,VAT deductible,3999.88,New,Benzine,6,0,1,85,0,Manual,999,1180.0,front,4.9
2003,Audi A1,Compact,34871.28,VAT deductible,9.99,New,Benzine,6,0,1,85,0,Manual,999,1180.0,front,4.8
2004,Audi A1,Sedans,35031.24,VAT deductible,5000.0,Used,Benzine,6,1,1,85,0,Manual,999,1180.0,front,4.8
2005,Audi A1,Sedans,21800.0,VAT deductible,50.0,Used,Benzine,5,0,1,85,0,Manual,999,1135.0,front,4.36
2006,Audi A1,Sedans,21800.0,VAT deductible,1647.31,New,Benzine,6,0,1,85,0,Manual,999,1180.0,front,4.8
2007,Audi A1,Sedans,24646.614,VAT deductible,1647.36,Used,Benzine,5,0,1,70,0,Manual,999,1180.0,front,4.58
2008,Audi A1,Compact,21750.0,VAT deductible,1647.31,New,Benzine,5,0,1,70,0,Manual,999,1180.0,front,4.2
2009,Audi A1,Compact,16881.510000000002,VAT deductible,2999.91,New,Benzine,5,0,2,70,1,Manual,999,1180.0,front,4.4
2010,Audi A1,Sedans,10893.0,VAT deductible,19799.46,Employee's car,Diesel,6,1,1,110,0,Manual,1422,1135.0,front,4.640000000000001
2011,Audi A1,Compact,20794.8,VAT deductible,36792.0,New,Benzine,7,2,1,81,0,Manual,999,1165.0,front,4.0
2012,Audi A1,Compact,19050.041999999998,VAT deductible,149006.0,New,Benzine,7,3,1,81,0,Manual,999,1180.0,front,4.3100000000000005
2013,Audi A1,Sedans,25081.73,VAT deductible,141143.09,Used,Benzine,7,3,2,92,0,Manual,999,1144.0,front,5.340000000000001
2014,Audi A1,Sedans,18767.82,VAT deductible,44500.0,New,Benzine,7,3,1,110,0,Manual,999,1165.0,front,4.0
2015,Audi A1,Sedans,16490.0,VAT deductible,79999.0,New,Benzine,6,3,1,81,0,Manual,1395,1135.0,front,3.8
2016,Audi A1,Sedans,28547.48,VAT deductible,44000.0,Used,Benzine,7,3,1,81,0,Manual,1395,1180.0,front,3.8
2017,Audi A1,Sedans,28699.51,VAT deductible,36147.0,Used,Benzine,6,3,1,81,0,Manual,999,1180.0,front,4.0
2018,Audi A1,Compact,27977.0,VAT deductible,22978.0,New,Benzine,7,2,1,82,0,Manual,999,1180.0,front,3.9
2019,Audi A1,Sedans,29881.95,VAT deductible,27154.25,New,Benzine,7,2,1,87,0,Manual,1598,1250.0,front,4.0
2020,Audi A1,Sedans,15534.88,VAT deductible,67080.0,Used,Benzine,7,3,1,110,0,Manual,999,1135.0,front,4.5
2021,Audi A1,Sedans,30236.68,VAT deductible,42800.0,Used,Benzine,6,3,1,80,0,Manual,999,1144.0,front,4.0
2022,Audi A1,Compact,17950.0,VAT deductible,75000.0,New,Benzine,6,3,1,110,1,Manual,999,1180.0,front,4.1
2023,Audi A1,Compact,19463.188000000002,VAT deductible,72288.0,Demonstration,Benzine,7,3,1,74,0,Manual,999,1180.0,front,3.9
2024,Audi A1,Sedans,28680.83,VAT deductible,20300.0,Used,Benzine,6,3,1,81,0,Manual,999,1144.0,front,4.8
2025,Audi A1,Compact,17900.0,VAT deductible,106944.0,Demonstration,Benzine,6,3,1,81,0,Manual,999,1180.0,front,3.9
2026,Audi A1,Sedans,18500.0,VAT deductible,70000.0,Used,Benzine,7,3,1,81,0,Manual,999,1144.0,front,3.8
2027,Audi A1,Compact,18500.0,VAT deductible,158300.0,New,Benzine,7,3,1,135,0,Manual,999,1180.0,front,4.4
2028,Audi A1,Sedans,30405.6,VAT deductible,70000.0,Used,Benzine,7,3,1,85,0,Manual,999,1135.0,front,4.5
2029,Audi A1,Sedans,18322.0,VAT deductible,29476.18,Demonstration,Benzine,7,3,2,81,1,Manual,999,1135.0,front,4.9
2030,Audi A1,Sedans,30895.47,VAT deductible,47400.0,New,Benzine,7,3,1,81,0,Manual,999,1165.0,front,3.8200000000000003
2031,Audi A1,Compact,30878.58,VAT deductible,91083.48,Used,Benzine,7,3,1,110,0,Manual,999,1135.0,front,4.0
2032,Audi A1,Compact,18229.0,VAT deductible,52750.0,New,Benzine,6,3,2,92,0,Manual,999,1180.0,front,3.9200000000000004
2033,Audi A1,Sedans,29147.91,VAT deductible,43532.0,Employee's car,Benzine,6,3,1,81,1,Manual,999,1180.0,front,4.0
2034,Audi A1,Compact,29112.72,VAT deductible,57998.4,Demonstration,Benzine,6,3,1,81,0,Manual,999,1180.0,front,3.8
2035,Audi A1,Sedans,15258.0,VAT deductible,104000.0,Demonstration,Benzine,7,3,1,81,0,Manual,999,1180.0,front,3.8
2036,Audi A1,Sedans,19011.796000000002,VAT deductible,95114.38,Used,Benzine,7,3,1,81,0,Manual,999,1180.0,front,3.96
2037,Audi A1,Sedans,18150.0,VAT deductible,95114.38,New,Benzine,7,2,1,81,0,Manual,999,1180.0,front,4.0
2038,Audi A1,Sedans,18150.0,VAT deductible,95117.0,New,Benzine,7,3,1,81,0,Manual,999,1135.0,front,4.0
2039,Audi A1,Sedans,18150.0,VAT deductible,95117.0,Used,Benzine,7,3,1,81,0,Manual,999,1180.0,front,4.0
2040,Audi A1,Compact,18000.0,VAT deductible,80000.0,New,Benzine,7,3,1,81,0,Manual,999,1180.0,front,3.8
2041,Audi A1,Compact,30405.6,VAT deductible,42498.83,New,Benzine,7,3,1,91,0,Manual,999,1180.0,front,4.9399999999999995
2042,Audi A1,Compact,28792.8,VAT deductible,30529.0,New,Benzine,7,2,1,81,0,Manual,999,1180.0,front,3.8
2043,Audi A1,Compact,16119.288,VAT deductible,119996.68,New,Benzine,6,3,1,110,0,Manual,999,1180.0,front,4.5
2044,Audi A1,Compact,28792.8,VAT deductible,80000.0,Used,Benzine,6,3,2,81,0,Manual,999,1180.0,front,3.8
2045,Audi A1,Sedans,18000.0,VAT deductible,68025.0,Used,Benzine,6,3,2,81,0,Manual,999,1180.0,front,3.8
2046,Audi A1,Sedans,18460.0,VAT deductible,121650.0,Used,Benzine,7,3,1,110,0,Manual,999,1180.0,front,4.6
2047,Audi A1,Sedans,18460.0,VAT deductible,61900.0,Pre-registered,Benzine,6,3,1,78,1,Manual,999,1165.0,front,4.7
2048,Audi A1,Compact,18500.0,VAT deductible,143996.01,New,Benzine,6,2,1,110,0,Manual,999,1165.0,front,4.5
2049,Audi A1,Compact,18500.0,VAT deductible,62000.0,Used,Benzine,7,3,1,81,0,Manual,999,1180.0,front,3.8
2050,Audi A1,Sedans,18500.0,VAT deductible,99497.24,Demonstration,Benzine,6,3,1,110,0,Manual,999,1180.0,front,4.5
2051,Audi A1,Sedans,31250.2,VAT deductible,55998.46,Employee's car,Benzine,6,3,1,81,0,Manual,999,1180.0,front,3.5
2052,Audi A1,Sedans,18290.0,VAT deductible,66603.474,New,Benzine,7,3,1,110,0,Manual,999,1165.0,front,4.7
2053,Audi A1,Compact,29592.6,VAT deductible,92000.0,Used,Benzine,7,2,1,81,0,Manual,999,1180.0,front,5.3
2054,Audi A1,Compact,16560.724,VAT deductible,39998.89,Used,Benzine,7,3,1,81,0,Manual,999,1135.0,front,3.8
2055,Audi A1,Sedans,29512.62,VAT deductible,58000.0,Used,Benzine,6,3,1,81,0,Automatic,999,1181.0,front,3.7
2056,Audi A1,Sedans,18450.0,VAT deductible,124065.92,New,Benzine,6,3,1,110,0,Manual,999,1180.0,front,5.5
2057,Audi A1,Sedans,18450.0,VAT deductible,122377.61,Pre-registered,Benzine,6,3,1,82,0,Automatic,999,1180.0,front,3.8
2058,Audi A1,Compact,18420.0,VAT deductible,56991.43,Used,Benzine,7,3,1,92,0,Manual,999,1180.0,front,5.1
2059,Audi A1,Compact,29432.64,VAT deductible,87999.0,New,Benzine,6,3,1,81,0,Manual,999,1180.0,front,3.6399999999999997
2060,Audi A1,Sedans,29503.02,VAT deductible,54065.51,Pre-registered,Benzine,7,3,1,81,1,Automatic,999,1180.0,front,4.8
2061,Audi A1,Compact,29432.64,VAT deductible,48000.0,Demonstration,Benzine,7,3,1,81,0,Automatic,999,1200.0,front,3.8
2062,Audi A1,Sedans,29432.64,VAT deductible,87996.57,Demonstration,Benzine,7,3,1,81,0,Automatic,1984,1335.0,front,3.6
2063,Audi A1,Sedans,17706.273999999998,VAT deductible,87996.57,Used,Benzine,7,3,1,81,1,Automatic,999,1185.0,front,3.7699999999999996
2064,Audi A1,Sedans,18400.0,VAT deductible,69717.0,Used,Benzine,7,3,1,81,0,Automatic,1000,1135.0,front,3.9
2065,Audi A1,Sedans,18390.0,VAT deductible,49000.0,Demonstration,Benzine,6,2,1,85,0,Automatic,999,1135.0,front,3.9
2066,Audi A1,Compact,18400.0,VAT deductible,69717.0,New,Benzine,7,2,1,81,0,Automatic,999,1180.0,front,3.9
2067,Audi A1,Compact,31040.74,VAT deductible,51957.0,New,Benzine,6,3,1,72,0,Automatic,999,1180.0,front,4.4
2068,Audi A1,Sedans,18360.0,VAT deductible,49998.62,Demonstration,Benzine,7,3,1,81,1,Automatic,999,1180.0,front,5.0
2069,Audi A1,Sedans,31250.2,VAT deductible,62849.26,Demonstration,Benzine,6,3,1,98,0,Automatic,999,1180.0,front,4.5
2070,Audi A1,Sedans,29584.6,VAT deductible,39658.9,Used,Benzine,7,3,1,82,0,Automatic,999,1135.0,front,4.1
2071,Audi A1,Sedans,16128.741999999998,VAT deductible,15999.56,New,Benzine,6,3,1,92,1,Automatic,999,1335.0,front,4.220000000000001
2072,Audi A1,Compact,18490.0,VAT deductible,36000.0,Used,Benzine,7,2,1,87,0,Automatic,999,1180.0,front,3.8
2073,Audi A1,Sedans,29576.6,VAT deductible,54248.51,Used,Benzine,7,3,1,81,0,Automatic,1498,1655.0,front,3.72
2074,Audi A1,Sedans,18339.0,VAT deductible,50854.344,New,Benzine,7,0,1,124,0,Manual,999,1180.0,front,4.8
2075,Audi A1,Compact,28792.8,VAT deductible,23080.0,New,Benzine,7,2,1,81,0,Manual,999,1180.0,front,4.06
2076,Audi A1,Sedans,18000.0,VAT deductible,80997.76,Pre-registered,Benzine,7,2,1,81,0,Manual,999,1180.0,front,3.8
2077,Audi A1,Compact,29560.61,VAT deductible,29139.19,Used,Benzine,7,3,1,92,1,Manual,999,1135.0,front,4.34
2078,Audi A1,Compact,28792.8,VAT deductible,45571.74,New,Benzine,7,2,1,85,0,Manual,999,1180.0,front,4.0
2079,Audi A1,Compact,30405.6,VAT deductible,50134.0,New,Benzine,6,2,1,85,0,Manual,999,1180.0,front,4.279999999999999
